fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,April,17,MADHYA PRADESH,1726,RAJGARH,775130,336.856207913393,13,202,14.0974167,1796,74,17215,278414,35530,53157,4691,9869,130.95727,1082.9095294,20078,30492,177870,341730,0,280891,520509,19011,937.854842699995,116332,72,21.16,65.8,100,NA
2025-2026,April,17,MADHYA PRADESH,1728,BHOPAL,263218,280.433926651993,11,14,0,219,24,5722,39074,6585,10814,1923,3243,48.68665,158.2634025,3484,4512,40413,65880,0,71248,116403,5941,109.5767525,16346,67,29.9,42.59,100.05,NA
2025-2026,April,17,MADHYA PRADESH,1729,SEHORE,259798,286.17846878232,12,21,0.44436,533,95,10016,55113,14493,27908,7474,17892,101.08142,259.2473195,4410,6127,57370,111556,0,136200,253837,10549,157.7215395,20409,70,24.75,31.97,100,NA
2025-2026,April,17,MADHYA PRADESH,1731,BETUL,760501,268.788786187056,9,232,13.2897358,490,61,15284,99414,13623,52572,46429,195755,121.6751,402.1785197,10956,14822,152378,366441,0,215602,491858,15774,267.2136839,48984,66,53.71,60.68,100,NA
2025-2026,April,17,MADHYA PRADESH,1733,JABALPUR,433323,317.498753486495,12,63,1.31238,843,13,14690,108992,21875,37684,33368,64253,112.74264,460.1032614,8500,10997,94025,186363,0,157420,301596,15533,346.0482414,47427,69,12.53,20.46,100,NA
2025-2026,April,17,MADHYA PRADESH,1735,MANDLA,1369979,271.198819389322,12,510,4.1026233,1227,5,20923,377940,30257,32157,222844,267705,107.10366,1136.1751013,31489,43451,212855,456530,0,252660,531136,22150,1024.968818,207446,79,57.24,64.06,100,NA
2025-2026,April,17,MADHYA PRADESH,1749,ALIRAJPUR,649629,289.74885513153,12,240,4.8531,110,8,12316,137649,17305,36026,112544,189392,59.00052,462.6900216,11349,15877,101982,237061,0,146645,323034,12426,398.8364016,52131,77,50.05,81.85,100,NA
2025-2026,April,17,MADHYA PRADESH,1751,AGAR-MALWA,356964,288.783707109597,10,49,0.17658,248,7,13528,76882,23333,33205,2578,4379,50.21545,272.4147197,7409,10084,57508,122871,0,110237,222104,13776,222.0226897,29566,82,19.68,37.21,100,NA
2025-2026,April,17,MADHYA PRADESH,1710,SAGAR,542808,19431.506626506,4,0,1.8435,232,461,17941,415,62,34494,92,31180,6.6798,89.1640524999999,97,109,142564,244911,0,289122,494935,18173,80.6407524999999,109,74,70.21,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1725,KHANDWA,548085,13884.6606329114,3,0,0,120,270,11714,158,57,24704,31,104476,0,21.9377638,52,58,124074,309018,0,196913,464966,11834,21.9377638,62,67,80.99,10.71,100,NA
2025-2026,April,17,MADHYA PRADESH,1732,NARMADAPURAM,214998,7851.00019685039,8,0,1.5765,23,245,11473,254,48,17752,54,28817,0,21.5180405,31,46,42838,91416,0,102760,197883,11496,19.9415405,97,67,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1736,CHHINDWARA,1206413,3527.22653716732,7,13,12.5562366,266,295,20754,3269,359,85470,2393,267498,0.18,128.0412721,460,725,221149,522302,0,286320,658014,21020,115.3050355,1483,72,20.48,8.37,100,NA
2025-2026,April,17,MADHYA PRADESH,1743,HARDA ,118979,15825.5705172414,3,0,0.017,76,140,3716,58,0,17391,40,28329,3.17144,12.3672709,15,18,28682,67098,0,50779,114038,3792,9.1788309,10,59,1.4,95.52,100,NA
2025-2026,April,17,MADHYA PRADESH,1744,KATNI ,591077,442378.096521738,7,0,0,96,151,6706,23,0,44815,2,80733,0,101.7469622,3,5,130933,279594,0,172693,365716,6802,101.7469622,10,50,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1746,ANUPPUR,847475,638315.175500001,2,0,5.6410211,163,82,9863,20,3,23775,9,140292,0,133.3040562,7,8,122520,249191,0,161307,317956,10026,127.6630351,6,77,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1747,BURHANPUR,233987,18554.8695652174,4,0,0.77902,25,125,6502,46,0,25122,34,50294,0,9.31426,11,17,49837,128398,0,89592,215368,6527,8.53524,17,75,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1750,SINGRAULI,641736,158822.559375,8,0,0.7438092,80,127,10933,48,0,33248,0,66086,0.0712,77.0498377,6,10,117010,206898,0,176399,301284,11013,76.2348285,20,68,0,96.95,0,NA
2025-2026,April,17,MADHYA PRADESH,1710,SAGAR,542808,960.746285510857,7,6,13.992238,417,328,17718,14045,2002,34516,1266,31191,29.50632,178.4353738,1958,2309,142672,245099,0,289241,495156,18135,134.9368158,3819,73,32.41,17.7,100,NA
2025-2026,April,17,MADHYA PRADESH,1716,MANDSAUR,484875,791.843040658775,7,3,10.3627224,152,172,14077,9715,2169,37274,522,8066,17.04184,104.3321138,1227,1586,89345,189757,0,173237,357976,14229,76.9275514,3669,68,19.14,21.49,100,NA
2025-2026,April,17,MADHYA PRADESH,1727,VIDISHA,463598,557.214711459192,6,4,4.2317245,655,235,18073,14556,3329,26999,839,12860,23.28834,108.6282379,2168,2468,106536,160692,0,222740,323709,18728,81.1081734,4229,74,6.59,23.45,100,NA
2025-2026,April,17,MADHYA PRADESH,1729,SEHORE,259798,586.676616270698,8,2,0.3003,210,303,9308,5556,1281,27588,597,17670,26.91294,59.8089928,670,930,56657,110271,0,135992,253248,9518,32.5957528,1962,66,16.7,10.96,100,NA
2025-2026,April,17,MADHYA PRADESH,1734,NARSINGHPUR,341527,450.293264063812,6,1,3.6018594,207,127,10156,9528,1593,24693,1608,26575,21.16309,67.6688916,1429,1703,72053,135202,0,150726,264447,10363,42.9039422,3101,71,21.24,3.59,100,NA
2025-2026,April,17,MADHYA PRADESH,1735,MANDLA,1369979,546.944146706927,7,85,1.9931213,586,129,20254,44047,3360,32097,23858,267273,27.39962,270.3052296,6153,7924,212524,455765,0,252339,530381,20840,240.9124883,25325,78,59.13,14.41,100,NA
2025-2026,April,17,MADHYA PRADESH,1739,SHEOPUR,370498,1351.16606476938,6,6,0,205,110,19799,6114,781,19449,1071,46393,6.65667,89.2669632,884,1177,89526,150617,0,167218,274454,20004,82.6102932,3007,82,17.07,71.75,100,NA
2025-2026,April,17,MADHYA PRADESH,1742,BARWANI,519386,1845.81577490775,8,14,11.8780006,251,100,13776,5962,257,29690,5310,207102,23.54734,145.4728771,735,1117,117813,273852,0,211917,468630,14027,110.0475365,2469,78,11.19,30.67,100,NA
2025-2026,April,17,MADHYA PRADESH,1743,HARDA ,118979,522.310279151944,7,3,0.017,111,100,3656,2830,721,17401,1042,28332,7.24546,22.0438409,386,516,28694,67120,0,50791,114064,3767,14.7813809,1157,59,6.24,30.67,100,NA
2025-2026,April,17,MADHYA PRADESH,1701,MORENA,1189426,0,0,0,16.777608,31,348,8452,0,0,39427,0,4323,0,165.4922171,0,0,236302,295084,0,325516,408822,8483,148.7146091,0,14,9.78,87.21,0,NA
2025-2026,April,17,MADHYA PRADESH,1707,TIKAMGARH,433201,185129.567083333,1,0,0,84,166,11303,24,3,22544,0,13275,2.39079,46.8218860999999,21,21,74576,134401,0,129768,223980,11387,44.4310960999999,4,66,84.71,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1711,DAMOH,863729,0,0,0,1.3875186,145,345,16097,0,0,38380,0,36488,0.735,77.7658638,0,0,150738,256477,0,279898,458548,16242,75.6433452000001,0,63,30.24,64.97,0,NA
2025-2026,April,17,MADHYA PRADESH,1712,SATNA,558910,545690.378571428,2,0,0,109,454,13397,7,0,41744,0,45176,6.09472,44.2930465,3,3,121820,224336,0,213599,389229,13506,38.1983265,5,55,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1714,SHAHDOL,600501,1600370.68,3,0,11.109526,34,234,15472,3,0,34197,3,129693,0,59.1206464,1,1,117827,234134,0,159726,297950,15506,48.0111204,3,78,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1731,BETUL,760501,108032.7305,2,0,2.22228,121,383,12889,20,7,52398,4,195120,2.043,25.8718261,9,10,151856,365064,0,215344,491078,13010,21.6065461,3,59,97.56,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1732,NARMADAPURAM,214998,997077.025,1,0,1.5765,21,245,11467,2,0,17746,0,28812,0,21.5180405,2,2,42830,91396,0,102755,197866,11488,19.9415405,0,67,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1733,JABALPUR,433323,370665.071363637,1,0,0.2151,382,185,13755,22,4,37482,13,63951,0.18,81.9414157,12,12,93211,184937,0,156831,300340,14137,81.5463157,15,67,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1739,SHEOPUR,370498,0,0,0,0,104,117,19975,0,0,19441,0,46373,0,71.2017132,0,0,89488,150545,0,166801,273855,20079,71.2017132,0,82,50.37,49.63,0,NA
2025-2026,April,17,MADHYA PRADESH,1746,ANUPPUR,847475,2286233.986,2,0,5.6410211,126,92,9894,5,0,23778,5,140295,0,119.9527204,2,3,122521,249191,0,161263,317877,10020,114.3116993,2,77,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1751,AGAR-MALWA,356964,0,0,0,0.09696,118,101,11259,0,0,32533,0,4245,0,35.2676483,0,0,56587,120954,0,110034,221631,11377,35.1706883,0,79,0,0,0,NA
2025-2026,April,17,MADHYA PRADESH,1703,GWALIOR,189309,291.158141612687,6,3,0.98,75,190,8944,4477,486,13973,307,8500,20.92265,34.9378,730,853,47167,76419,0,111120,213827,9019,13.03515,1248,51,4.04,41.29,100,NA
2025-2026,April,17,MADHYA PRADESH,1711,DAMOH,863729,1363.84245788138,6,0,1.3875186,239,307,15948,8666,891,38505,893,36549,25.63164,145.209746,1358,1516,151093,257027,0,280298,459173,16187,118.1905874,3180,63,48.13,7.84,100,NA
2025-2026,April,17,MADHYA PRADESH,1713,REWA,397443,3518.06361401067,7,2,0,404,197,17304,4311,733,44590,550,39779,37.93909,189.6028124,610,716,134971,249907,0,255684,482922,17708,151.6637224,1373,55,0,0.02,100,NA
2025-2026,April,17,MADHYA PRADESH,1717,RATLAM,451020,528.15402919708,8,3,0,107,270,14753,5480,1465,59153,2522,67563,26.51567,55.4585108,685,940,98725,217367,0,188847,390817,14860,28.9428408,2256,79,6.3,31.75,100,NA
2025-2026,April,17,MADHYA PRADESH,1718,UJJAIN,501349,838.260415667466,7,3,2.15168,149,292,9283,3753,1448,55091,386,11986,26.83464,60.4462334,492,624,70028,164281,0,154481,359133,9432,31.4599134,1274,67,10.32,1.11,100,NA
2025-2026,April,17,MADHYA PRADESH,1722,DHAR,1013653,610.47203903834,8,47,0,346,266,24723,30073,2833,41803,22107,284394,28.20521,211.7924663,3603,4935,197080,417620,0,312899,647949,25069,183.5872563,12843,63,14.22,28.95,100,NA
2025-2026,April,17,MADHYA PRADESH,1724,KHARGONE,1004181,2058.45054354944,7,4,3.7302109,476,187,19336,6108,966,37203,2086,173009,55.59948,185.0598501,868,1071,171228,341960,0,290488,574815,19812,125.7301592,2358,74,13.1,22.53,100,NA
2025-2026,April,17,MADHYA PRADESH,1728,BHOPAL,263218,986.895006237006,7,2,0,110,105,5361,2405,434,10669,240,3198,9.44823,33.1830549,331,429,39994,65163,0,71065,116110,5471,23.7348249,1083,65,39.59,8.61,100,NA
2025-2026,April,17,MADHYA PRADESH,1732,NARMADAPURAM,214998,400.76818627451,7,8,1.899,66,175,11551,8976,1811,17816,2171,28896,20.01191,57.8838624,1181,1428,42984,91698,0,102832,198077,11617,35.9729524,2848,67,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1743,HARDA ,118979,664.75788688946,7,1,0.017,95,115,3652,1945,455,17392,774,28330,6.84796,19.7945009,268,359,28685,67104,0,50788,114058,3747,12.9295409,769,59,6.96,39.21,100,NA
2025-2026,April,17,MADHYA PRADESH,1744,KATNI ,591077,1623.53449307479,6,10,0.25038,127,124,6693,7220,1156,44838,2170,80732,11.89957,129.3691404,1092,1374,130991,279680,0,172792,365862,6820,117.2191904,3593,50,53.99,10.19,100,NA
2025-2026,April,17,MADHYA PRADESH,1708,CHHATARPUR,684591,1110.32659155225,6,5,0.0092,299,201,15556,9541,2079,46350,295,14281,15.28488,121.2303401,1380,1671,126785,242618,0,233206,430623,15855,105.9362601,2612,71,15.07,19.38,100,NA
2025-2026,April,17,MADHYA PRADESH,1719,SHAJAPUR,186357,882.337287753569,6,6,0,123,126,7303,3993,1071,20084,506,11057,3.61512,38.8468479,622,760,53329,94944,0,110005,187135,7426,35.2317279,1287,69,29.19,2.8,100,NA
2025-2026,April,17,MADHYA PRADESH,1725,KHANDWA,548085,604.996502207718,8,5,0,165,221,11714,5209,658,24697,2056,104491,9.95414,41.4684078,627,907,124084,309046,0,196978,465119,11879,31.5142678,2412,67,22.19,19.75,100,NA
2025-2026,April,17,MADHYA PRADESH,1727,VIDISHA,463598,821.148388601036,6,3,2.9089741,523,271,18243,7720,1755,26922,515,12852,14.06855,80.3701797,1156,1289,106374,160451,0,222621,323518,18766,63.3926556,2196,74,8.37,19.14,100,NA
2025-2026,April,17,MADHYA PRADESH,1731,BETUL,760501,1353.78767391304,6,5,9.3479658,371,309,12866,2300,376,52406,1116,195147,14.38967,54.8747523,343,461,151872,365129,0,215406,491236,13237,31.1371165,1016,60,39.36,6.18,100,NA
2025-2026,April,17,MADHYA PRADESH,1732,NARMADAPURAM,214998,489.880534340061,7,8,1.899,64,186,11637,6887,1379,17806,1812,28888,9.25528,44.8923524,908,1107,42960,91653,0,102816,198052,11701,33.7380724,2218,67,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1733,JABALPUR,433323,2421.05693146787,6,1,1.31238,462,127,13759,4217,1018,37469,1185,63957,31.21415,134.6225008,665,761,93217,184985,0,156959,300675,14221,102.0959708,1595,67,0,0.86,100,NA
2025-2026,April,17,MADHYA PRADESH,1736,CHHINDWARA,1206413,491.700367884724,8,91,15.7003903,461,168,21630,40529,6084,85537,21467,267667,23.656,238.6376324,4896,7354,221317,522747,0,286481,658348,22091,199.2812421,19209,73,14.65,9.1,100,NA
2025-2026,April,17,MADHYA PRADESH,1741,NEEMUCH,233605,650.669335361573,8,5,0.3807,113,94,6055,4273,842,12574,487,9895,8.56264,36.7464407,512,690,44739,99185,0,90684,195893,6168,27.8031007,1624,61,2.49,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1751,AGAR-MALWA,356964,876.272209745762,7,2,0.17658,197,84,11481,4720,1608,32608,277,4250,10.67354,52.2101683,619,835,56680,121154,0,110088,221779,11678,41.3600483,1749,80,0.61,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1702,BHIND,245604,376.140214340115,6,4,0,27,330,7645,9191,1632,17896,102,202,11.32046,45.8915071,1487,1561,72687,97524,0,163138,268447,7672,34.5710471,4018,33,9.97,49.39,100,NA
2025-2026,April,17,MADHYA PRADESH,1704,DATIA,211954,519.969573283859,7,2,0,120,122,5041,5390,1640,17056,285,2735,13.76768,41.79404,758,929,37910,66014,0,81717,146629,5161,28.02636,1990,50,26.07,3.11,100,NA
2025-2026,April,17,MADHYA PRADESH,1705,SHIVPURI,922868,799.463514008548,7,7,0,382,280,35961,14741,3052,54948,4115,67328,15.26536,133.1142766,2057,2502,196218,338061,0,338066,616971,36343,117.8489166,5862,82,34.25,4.09,100,NA
2025-2026,April,17,MADHYA PRADESH,1709,PANNA,567602,444.859357475928,7,18,0.78582,195,99,11292,33026,5921,42707,4222,36537,29.37099,177.0760614,4287,5804,106053,221911,0,168662,338167,11487,146.9192514,12258,69,24.99,37.08,100,NA
2025-2026,April,17,MADHYA PRADESH,1711,DAMOH,863729,428.275918128895,6,18,1.3875186,277,274,15968,48784,5249,38608,10957,36801,38.15492,248.4725625,7345,8196,151850,258026,0,280473,459405,16245,208.9301239,18824,63,63.95,16.28,100,NA
2025-2026,April,17,MADHYA PRADESH,1717,RATLAM,451020,344.326957524362,8,7,0,167,219,14695,13443,3621,59166,6176,67586,27.34207,73.6299429,1608,2194,98744,217414,0,188910,390940,14862,46.2878729,5234,79,10.57,33.55,100,NA
2025-2026,April,17,MADHYA PRADESH,1721,JHABUA,611392,645.536923673997,8,22,1.1982,361,119,16370,19325,608,14868,17555,283217,16.31827,142.2664805,2362,3663,145369,317344,0,215534,451163,16731,124.7500105,8369,74,20.15,19.02,100,NA
2025-2026,April,17,MADHYA PRADESH,1722,DHAR,1013653,402.334390911671,8,84,0,469,178,24748,59901,4722,41805,43389,284499,37.02745,278.0297735,7094,9704,197142,417756,0,313011,648180,25217,241.0023235,25134,63,15.49,39.01,100,NA
2025-2026,April,17,MADHYA PRADESH,1730,RAISEN,296464,397.276984275203,8,15,0,324,142,15292,26773,4655,21712,4326,23144,25.54702,131.909987,3217,4152,70693,123557,0,157577,249248,15616,106.362967,9585,79,16.29,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1732,NARMADAPURAM,214998,391.200303987077,7,14,1.899,71,119,11638,13619,2513,17836,3474,28922,20.01191,75.1884794,1721,2111,43046,91828,0,102855,198133,11709,53.2775694,4493,67,0.76,1.51,100,NA
2025-2026,April,17,MADHYA PRADESH,1740,UMARIA,362421,1569.35688443171,7,7,0.1528,205,66,9020,5235,567,11792,3120,85098,6.85413,89.1627628999999,727,927,85148,153829,0,119074,203239,9225,82.1558328999999,2425,75,27.75,44.75,100,NA
2025-2026,April,17,MADHYA PRADESH,1741,NEEMUCH,233605,401.305660791392,8,11,0.6325,170,45,6325,14127,2869,12674,1801,9955,9.59764,66.9225907,1704,2241,44927,99642,0,90715,195982,6495,56.6924507,5034,63,9.36,2.94,100,NA
2025-2026,April,17,MADHYA PRADESH,1706,GUNA,489168,284.32052439422,13,49,5.60229,448,55,19054,239114,27723,26743,44729,48769,95.99191,781.444378699994,17131,20496,102062,216860,0,209887,433453,19502,679.850178699994,85293,82,30.73,63.99,100,NA
2025-2026,April,17,MADHYA PRADESH,1713,REWA,397443,365.880496186696,11,26,0,1131,42,18625,109354,21435,44905,16843,40060,183.32984,583.4347978,9391,11475,136018,251885,0,256337,484083,19756,400.1049578,39863,60,17.99,25.01,100.03,NA
2025-2026,April,17,MADHYA PRADESH,1715,SIDHI,678091,274.16968204492,12,73,5.9155347,612,12,14590,203079,28538,30392,62351,60530,72.98192,635.678503300002,16337,21657,126650,203375,0,166616,257587,15202,556.781048600002,93903,67,36.77,55.11,100,NA
2025-2026,April,17,MADHYA PRADESH,1716,MANDSAUR,484875,268.695146092244,12,51,10.6203224,386,36,14340,142102,26801,37553,4663,8128,80.39718,472.8386789,11423,14722,89796,190733,0,173627,358783,14726,381.8211765,51751,69,20.51,56.33,100,NA
2025-2026,April,17,MADHYA PRADESH,1721,JHABUA,611392,296.051706980245,11,158,3.2269176,776,20,16955,120927,4554,14903,109534,283772,74.85187,436.0852353,10383,16850,145652,317962,0,215964,452024,17731,358.0064477,53892,75,30.75,51.72,100,NA
2025-2026,April,17,MADHYA PRADESH,1726,RAJGARH,775130,331.754411493765,14,236,14.0974167,1899,61,17422,326751,43418,53224,5482,9878,131.13727,1229.24554379999,22368,33916,178067,342095,0,280946,520621,19321,1084.01085709999,136295,72,19.79,65.6,100,NA
2025-2026,April,17,MADHYA PRADESH,1732,NARMADAPURAM,214998,285.085425578426,12,35,2.199,217,35,12618,57181,11019,18068,13795,29154,94.59,259.8036972,4631,5787,43676,92994,0,102983,198392,12835,163.0146972,18491,70,4.82,6.78,100,NA
2025-2026,April,17,MADHYA PRADESH,1743,HARDA ,118979,295.717728739603,11,21,0.017,281,15,3678,22001,5808,17462,8597,28403,46.89099,111.9688475,1866,2556,28770,67336,0,50830,114172,3959,65.0608575,8995,61,19.03,22.29,100,NA
2025-2026,April,17,MADHYA PRADESH,1746,ANUPPUR,847475,249.286531359159,13,533,5.6410211,511,1,12101,359576,29199,23857,223706,141131,64.89779,966.913349100008,25892,35395,123168,250543,0,161819,318973,12612,896.374538000008,179631,81,66.38,70.17,100,NA
2025-2026,April,17,MADHYA PRADESH,1748,ASHOK NAGAR,522994,292.101788384388,10,107,9.42587166,622,18,19754,222838,42646,28772,20042,15717,68.63585,728.975504860002,20472,24691,85977,144332,0,153756,549826,20376,650.913783200002,71665,86,38.34,61.81,100,NA
2025-2026,April,17,MADHYA PRADESH,1703,GWALIOR,189309,259.678703629435,9,63,4.1384,149,56,9417,59844,9383,14103,6242,8554,53.36909,212.909613399999,6020,6930,47488,77047,0,111698,214703,9566,155.402123399999,17577,52,24.04,57.82,100,NA
2025-2026,April,17,MADHYA PRADESH,1721,JHABUA,611392,288.539854465302,12,181,3.2269176,802,18,16983,137012,5070,14911,124631,283720,74.85187,473.413013,11228,18244,145621,317914,0,216028,452158,17785,395.3342254,61000,75,29.8,51.78,100,NA
2025-2026,April,17,MADHYA PRADESH,1725,KHANDWA,548085,266.221724731523,11,94,0,588,15,14635,138839,12413,24776,48586,104944,94.31552,463.9351004,12165,18138,124717,310553,0,197200,465645,15223,369.6195804,61985,73,24.12,53.69,100,NA
2025-2026,April,17,MADHYA PRADESH,1728,BHOPAL,263218,277.420165408324,11,20,0,240,18,5859,54834,9126,10868,2715,3255,48.68665,200.8072235,4600,5829,40505,66098,0,71369,116554,6099,152.1205735,22580,68,27.59,45.12,100.13,NA
2025-2026,April,17,MADHYA PRADESH,1734,NARSINGHPUR,341527,257.50968898774,11,21,5.9301687,476,10,10578,108806,19838,24946,21026,26875,97.22567,383.3418309,9150,11975,72828,136736,0,151394,265596,11054,280.1859922,37254,72,43.26,49.42,100,NA
2025-2026,April,17,MADHYA PRADESH,1737,SEONI,1239628,252.447158984485,11,405,0,2118,20,19580,216757,25551,56121,96802,211106,133.53199,680.728878400001,18832,27391,188318,453558,0,225411,531855,21698,547.196888400001,117416,71,42.16,60.45,100,NA
2025-2026,April,17,MADHYA PRADESH,1751,AGAR-MALWA,356964,274.102593749386,11,94,0.17658,260,6,13766,101814,30761,33245,3266,4383,50.36545,329.6168448,8737,12018,57615,123106,0,110321,222293,14026,279.0748148,40032,82,19.87,42.01,100,NA
2025-2026,April,17,MADHYA PRADESH,1752,NIWARI,201868,313.931706000001,11,15,0,240,9,4814,40000,5255,7304,3959,6794,18.782,144.3546824,3357,4323,35208,59756,0,49023,82350,5054,125.5726824,15294,67,22.06,72.45,100,NA
2025-2026,April,17,MADHYA PRADESH,1704,DATIA,211954,311.522860799654,9,7,0,463,58,5023,27737,8219,17200,694,2739,55.37909,141.7861859,2908,3568,38099,66369,0,82025,147144,5486,86.4070959,9848,53,19.13,26.34,100,NA
2025-2026,April,17,MADHYA PRADESH,1706,GUNA,489168,284.145916246978,13,47,5.60229,438,60,18905,223777,25862,26717,43213,48746,95.99191,737.447406999999,16750,20019,101961,216661,0,209792,433290,19343,635.853206999999,79187,82,30.15,63.41,100,NA
2025-2026,April,17,MADHYA PRADESH,1715,SIDHI,678091,274.822671147663,12,68,5.9155347,555,15,14517,189690,26322,30386,59425,60524,81.62192,608.848579600002,15596,20688,126623,203340,0,166580,257547,15072,521.311124900002,87460,67,36.75,55.13,100,NA
2025-2026,April,17,MADHYA PRADESH,1717,RATLAM,451020,252.978838090011,12,48,0,465,71,14972,91100,22838,59396,36754,67794,96.53503,326.9987515,7032,9690,99094,218241,0,189119,391570,15437,230.4637215,35671,79,21.32,42.49,100,NA
2025-2026,April,17,MADHYA PRADESH,1721,JHABUA,611392,301.644697240744,11,144,3.2269176,752,25,16885,110682,4125,14894,100599,283738,74.85187,411.9451714,9697,15713,145629,317911,0,215916,451927,17637,333.8663838,49401,75,32.17,52.08,100,NA
2025-2026,April,17,MADHYA PRADESH,1728,BHOPAL,263218,275.059827086019,11,18,0,222,24,5771,43432,7544,10839,2099,3240,48.68665,168.1506341,3814,4924,40466,65991,0,71268,116431,5993,119.4639841,18051,68,28.46,42.51,100.04,NA
2025-2026,April,17,MADHYA PRADESH,1729,SEHORE,259798,275.275247129792,13,22,0.44436,578,85,10167,61668,16277,27969,8332,17916,101.08142,271.2825194,4739,6585,57496,111778,0,136228,253897,10745,169.7567394,22781,70,24.06,31.5,100,NA
2025-2026,April,17,MADHYA PRADESH,1730,RAISEN,296464,280.80701855411,14,48,0,672,39,17296,133717,25010,22261,20030,23463,104.67525,480.161971,9540,12523,72192,126036,0,158089,250338,17968,375.486721,48930,81,12.36,12.18,100,NA
2025-2026,April,17,MADHYA PRADESH,1731,BETUL,760501,265.748159951228,9,250,13.2897358,493,59,15725,108258,14906,52574,50454,195805,121.6751,422.6584788,11907,16127,152428,366564,0,215619,491916,16218,287.693643,53298,66,54.39,61.71,100,NA
2025-2026,April,17,MADHYA PRADESH,1735,MANDLA,1369979,268.798265491736,12,547,3.3134013,1346,3,20923,406265,33122,32152,238792,267754,107.28366,1202.6303346,33141,45895,212875,456598,0,252714,531247,22269,1092.0332733,222876,79,58.2,64.8,100,NA
2025-2026,April,17,MADHYA PRADESH,1744,KATNI ,591077,323.314471374467,10,66,0.25038,715,20,7274,99806,13418,44923,26773,80905,84.19444,407.132061300001,9889,13017,131323,280432,0,173072,366420,7989,322.687241300001,50392,56,48.99,59.15,100,NA
2025-2026,April,17,MADHYA PRADESH,1749,ALIRAJPUR,649629,285.637129024109,12,251,4.8531,110,7,12522,142516,17734,36030,116834,189457,59.00052,470.9322308,11642,16281,102014,237130,0,146657,323057,12632,407.0786108,53995,77,49.58,80.98,100,NA
2025-2026,April,17,MADHYA PRADESH,1751,AGAR-MALWA,356964,285.989405035155,10,54,0.17658,256,7,13579,82778,25018,33208,2609,4379,50.36545,287.2783397,7732,10578,57521,122902,0,110276,222185,13835,236.7363097,32032,82,20.95,39.14,100,NA
2025-2026,May,17,MADHYA PRADESH,1720,DEWAS,783853,256.676632820044,15,100,3.645,419,6,16501,271322,50207,34765,61184,40496,111.86546,811.930633699999,17523,22400,89408,181056,0,166554,337583,16920,696.420173699999,88775,81,31.95,48.08,100,NA
2025-2026,May,17,MADHYA PRADESH,1722,DHAR,2027305,258.726835378715,17,484,0,1879,14,31564,653342,56101,42665,453037,288326,161.02897,1851.4000508,37906,54218,200000,423795,1,313854,649964,33443,1690.3710808,267791,71,23.67,55.2,100,NA
2025-2026,May,17,MADHYA PRADESH,1728,BHOPAL,526437,255.173565954429,13,31,0,270,10,6413,87424,14482,10948,4765,3325,48.68665,271.7695883,6256,7894,40782,66607,0,71526,116813,6683,223.0829383,35251,71,26.62,45.01,100.09,NA
2025-2026,May,17,MADHYA PRADESH,1729,SEHORE,519596,270.438444790301,13,44,0.44436,829,22,12990,122080,32007,28554,15589,18174,103.00833,433.6039434,8868,11919,58526,113745,0,136864,254984,13819,330.1512534,44181,76,21.28,33.48,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1735,MANDLA,2739960,255.301086201991,14,792,3.3134013,2028,2,21594,703000,55445,32180,418596,268169,108.98384,1907.0638773,47915,66661,213165,457313,1,252985,531833,23622,1794.766636,390457,79,62.24,69.82,100,NA
